DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2024-08-03 10:27:00",23:39:57,Regular,Electronics,324.02,5,1620.1,"Shreya Iyer",August,2024,Saturday,23,324.02
"2024-04-09 01:56:00",11:18:34,Premium,"Home & Kitchen",297.86,1,297.86,"Shreya Chauhan",April,2024,Tuesday,11,297.86
"2025-01-02 19:20:00",04:22:50,Regular,"Home & Kitchen",57.39,4,229.56,"Uday Desai",January,2025,Thursday,4,57.39
"2024-04-12 08:49:00",07:43:22,Premium,"Home & Kitchen",321.21,3,963.63,"Eeshaan Patel",April,2024,Friday,7,321.21
"2024-11-09 01:29:00",04:17:06,Premium,"Beauty & Personal Care",202.75,5,1013.75,"Uday Sharma",November,2024,Saturday,4,202.75
"2023-04-01 19:39:00",10:51:22,Regular,"Home & Kitchen",285.77,2,571.54,"Tanvi Zutshi",April,2023,Saturday,10,285.77
"2023-11-04 19:23:00",20:16:23,Regular,Electronics,121.63,5,608.15,"Rohan Sharma",November,2023,Saturday,20,121.63
"2023-10-28 17:14:00",12:07:49,Premium,Electronics,225.38,4,901.52,"Avani Xavier",October,2023,Saturday,12,225.38
"2024-03-06 16:47:00",23:04:23,Regular,Clothing,225.66,5,1128.3,"Yash Chauhan",March,2024,Wednesday,23,225.66
"2024-01-08 04:40:00",13:20:35,Premium,"Beauty & Personal Care",319.88,3,959.64,"Aakash Sharma",January,2024,Monday,13,319.88
"2024-06-05 22:19:00",12:31:21,Premium,Grocery,49.6,4,198.4,"Nandini Kumar",June,2024,Wednesday,12,49.6
"2024-12-01 21:18:00",15:46:52,Premium,Electronics,71.93,2,143.86,"Tanvi Verma",December,2024,Sunday,15,71.93
"2024-02-16 00:55:00",05:10:32,Regular,"Beauty & Personal Care",424.64,5,2123.2,"Eeshaan Chauhan",February,2024,Friday,5,424.64
"2024-07-12 15:02:00",18:02:26,Regular,"Home & Kitchen",308.06,3,924.18,"Bhavesh Xavier",July,2024,Friday,18,308.06
"2024-02-21 07:09:00",16:58:02,Member,Grocery,125.64,2,251.28,"Krishna Jain",February,2024,Wednesday,16,125.64
"2024-12-01 05:07:00",22:26:37,Member,Clothing,104.06,1,104.06,"Ishaan Verma",December,2024,Sunday,22,104.06
"2023-02-13 02:25:00",02:36:18,Premium,Electronics,248.78,5,1243.9,"Yash Iyer",February,2023,Monday,2,248.78000000000003
"2024-09-13 20:25:00",15:07:30,Premium,"Beauty & Personal Care",352.61,1,352.61,"Tanvi Chauhan",September,2024,Friday,15,352.61
"2023-09-12 01:36:00",08:11:14,Regular,Clothing,452.64,3,1357.92,"Yash Yadav",September,2023,Tuesday,8,452.64000000000004
"2023-06-08 01:38:00",06:37:54,Regular,Electronics,30.17,4,120.68,"Diya Patel",June,2023,Thursday,6,30.17
"2023-12-19 04:06:00",07:59:51,Member,"Beauty & Personal Care",314.34,4,1257.36,"Nandini Agarwal",December,2023,Tuesday,7,314.34
"2023-07-14 10:40:00",13:32:03,Regular,"Home & Kitchen",68.06,4,272.24,"Shreya Mehta",July,2023,Friday,13,68.06
"2023-08-18 04:44:00",16:40:58,Premium,Grocery,23.48,5,117.4,"Gaurav Agarwal",August,2023,Friday,16,23.48
"2023-11-08 14:26:00",02:34:04,Member,Electronics,140.05,1,140.05,"Aakash Yadav",November,2023,Wednesday,2,140.05
"2023-12-05 12:45:00",07:46:26,Member,"Home & Kitchen",368.76,2,737.52,"Diya Bhatia",December,2023,Tuesday,7,368.76
"2023-07-23 04:28:00",02:49:50,Premium,"Home & Kitchen",259.16,3,777.48,"Mahesh Chauhan",July,2023,Sunday,2,259.16
"2024-09-15 09:48:00",09:46:36,Premium,Grocery,435.89,1,435.89,"Zara Mehta",September,2024,Sunday,9,435.89
"2023-05-19 05:06:00",01:30:00,Premium,Grocery,449.54,3,1348.62,"Gaurav Rao",May,2023,Friday,1,449.53999999999996
"2023-12-22 16:33:00",12:27:41,Member,Electronics,246.58,5,1232.9,"Lakshmi Verma",December,2023,Friday,12,246.58
"2024-12-29 16:42:00",14:49:23,Premium,Clothing,466.36,5,2331.8,"Diya Gupta",December,2024,Sunday,14,466.36
"2023-12-06 02:45:00",12:50:13,Premium,Electronics,47.14,4,188.56,"Lakshmi Jain",December,2023,Wednesday,12,47.14
"2023-01-10 14:36:00",09:52:06,Regular,"Beauty & Personal Care",299.86,3,899.58,"Bhavesh Singh",January,2023,Tuesday,9,299.86
"2023-11-01 09:39:00",13:41:45,Premium,Clothing,383.41,5,1917.05,"Gaurav Lal",November,2023,Wednesday,13,383.40999999999997
"2024-05-02 22:00:00",10:36:17,Premium,"Home & Kitchen",377.42,1,377.42,"Yash Patel",May,2024,Thursday,10,377.42
"2024-01-02 17:04:00",16:58:15,Premium,"Home & Kitchen",33.68,4,134.72,"Yash Jain",January,2024,Tuesday,16,33.68
"2023-06-23 04:26:00",03:39:12,Member,Electronics,160.81,2,321.62,"Gaurav Sharma",June,2023,Friday,3,160.81
"2023-08-01 13:32:00",10:28:57,Regular,Clothing,279.07,5,1395.35,"Avani Rao",August,2023,Tuesday,10,279.07
"2024-01-19 15:46:00",12:19:01,Member,"Home & Kitchen",478.94,3,1436.82,"Mahesh Wadhwa",January,2024,Friday,12,478.94
"2023-04-04 19:40:00",10:15:30,Member,"Home & Kitchen",228.71,3,686.13,"Tanvi Sharma",April,2023,Tuesday,10,228.71
"2024-12-29 08:16:00",11:38:41,Regular,Electronics,385.6,4,1542.4,"Yash Xavier",December,2024,Sunday,11,385.6
"2023-06-02 00:39:00",08:55:31,Premium,"Home & Kitchen",302.46,4,1209.84,"Diya Yadav",June,2023,Friday,8,302.46
"2024-01-13 11:36:00",20:38:05,Premium,Clothing,172.59,4,690.36,"Shreya Mehta",January,2024,Saturday,20,172.59
"2023-07-25 22:47:00",12:13:59,Member,Clothing,27.97,5,139.85,"Uday Lal",July,2023,Tuesday,12,27.97
"2023-09-25 06:28:00",08:09:33,Premium,Clothing,354.5,3,1063.5,"Aakash Khanna",September,2023,Monday,8,354.5
"2023-06-11 10:05:00",04:52:26,Regular,Electronics,59.71,5,298.55,"Diya Desai",June,2023,Sunday,4,59.71
"2023-02-08 18:53:00",23:43:55,Member,Grocery,357.02,5,1785.1,"Jai Rao",February,2023,Wednesday,23,357.02
"2023-10-28 03:48:00",00:19:59,Member,Electronics,312.05,2,624.1,"Ishaan Yadav",October,2023,Saturday,0,312.05
"2024-10-20 16:15:00",07:04:02,Premium,Grocery,60.89,3,182.67,"Gaurav Khanna",October,2024,Sunday,7,60.88999999999999
"2023-06-02 12:02:00",07:28:14,Regular,Electronics,290.64,3,871.92,"Lakshmi Verma",June,2023,Friday,7,290.64
"2024-06-24 01:12:00",07:31:30,Premium,Clothing,287.18,2,574.36,"Eeshaan Lal",June,2024,Monday,7,287.18
"2024-01-06 19:23:00",03:40:26,Regular,Grocery,487.16,5,2435.8,"Mahesh Wadhwa",January,2024,Saturday,3,487.16
"2024-09-19 16:08:00",14:20:18,Member,Grocery,142.11,5,710.55,"Priya Sharma",September,2024,Thursday,14,142.10999999999999
"2024-03-27 09:44:00",04:12:21,Regular,Clothing,122.88,1,122.88,"Bhavesh Rao",March,2024,Wednesday,4,122.88
"2023-04-18 09:17:00",18:36:27,Regular,"Home & Kitchen",241.98,4,967.92,"Nandini Rao",April,2023,Tuesday,18,241.98
"2023-03-31 03:59:00",04:06:07,Member,Electronics,94.89,2,189.78,"Gaurav Desai",March,2023,Friday,4,94.89
"2024-07-22 11:31:00",21:58:26,Premium,"Home & Kitchen",404.95,1,404.95,"Ishaan Mehta",July,2024,Monday,21,404.95
"2024-06-20 06:10:00",02:38:49,Regular,Clothing,247.95,1,247.95,"Jai Iyer",June,2024,Thursday,2,247.95
"2024-04-16 21:07:00",21:08:23,Member,Electronics,78.28,4,313.12,"Mahesh Chauhan",April,2024,Tuesday,21,78.28
"2024-10-15 12:31:00",02:03:55,Regular,"Beauty & Personal Care",124.68,4,498.72,"Rohan Xavier",October,2024,Tuesday,2,124.68
"2023-10-14 19:35:00",10:20:45,Regular,Clothing,163.57,3,490.71,"Shreya Wadhwa",October,2023,Saturday,10,163.57
"2023-05-31 13:31:00",04:04:13,Member,"Beauty & Personal Care",431.65,1,431.65,"Priya Wadhwa",May,2023,Wednesday,4,431.65
"2024-02-09 18:53:00",01:54:39,Premium,Clothing,183.33,1,183.33,"Ishaan Yadav",February,2024,Friday,1,183.33
"2023-01-18 14:52:00",02:51:13,Regular,Electronics,203.95,1,203.95,"Rohan Lal",January,2023,Wednesday,2,203.95
"2024-12-31 12:37:00",15:09:16,Premium,Electronics,355.54,5,1777.7,"Bhavesh Khanna",December,2024,Tuesday,15,355.54
"2024-02-23 00:36:00",02:14:52,Premium,"Beauty & Personal Care",266.19,5,1330.95,"Nandini Chauhan",February,2024,Friday,2,266.19
"2023-08-16 00:38:00",03:31:19,Premium,Clothing,107.34,1,107.34,"Shreya Mehta",August,2023,Wednesday,3,107.34
"2023-01-19 12:59:00",11:13:35,Member,Clothing,466.2,3,1398.6,"Bhavesh Yadav",January,2023,Thursday,11,466.2
"2024-05-25 07:02:00",16:05:45,Regular,"Beauty & Personal Care",388.07,2,776.14,"Bhavesh Patel",May,2024,Saturday,16,388.07
"2023-10-13 08:18:00",02:41:13,Premium,"Beauty & Personal Care",107.63,2,215.26,"Tanvi Zutshi",October,2023,Friday,2,107.63
"2024-08-04 07:27:00",05:27:46,Premium,Clothing,228.89,2,457.78,"Avani Rao",August,2024,Sunday,5,228.89
"2023-04-21 09:48:00",10:08:03,Member,Electronics,288.63,5,1443.15,"Yash Patel",April,2023,Friday,10,288.63
"2024-06-28 01:04:00",11:33:21,Member,Grocery,177.58,5,887.9,"Uday Bhatia",June,2024,Friday,11,177.57999999999998
"2024-11-21 22:58:00",07:58:03,Premium,Clothing,100.76,4,403.04,"Mahesh Sharma",November,2024,Thursday,7,100.76
"2023-02-03 13:07:00",17:05:18,Premium,"Home & Kitchen",217.19,2,434.38,"Priya Rao",February,2023,Friday,17,217.19
"2024-05-27 00:57:00",20:28:49,Member,"Beauty & Personal Care",349.88,1,349.88,"Eeshaan Jain",May,2024,Monday,20,349.88
"2023-06-02 09:50:00",19:47:51,Premium,"Beauty & Personal Care",52.9,4,211.6,"Shreya Agarwal",June,2023,Friday,19,52.9
"2023-05-31 02:43:00",18:04:22,Regular,Grocery,468.06,1,468.06,"Jai Bhatia",May,2023,Wednesday,18,468.06
"2024-11-28 14:11:00",22:24:21,Member,Electronics,330.21,1,330.21,"Tanvi Singh",November,2024,Thursday,22,330.21
"2024-02-22 13:17:00",14:38:46,Premium,"Beauty & Personal Care",128.74,3,386.22,"Aakash Agarwal",February,2024,Thursday,14,128.74
"2024-10-30 01:03:00",01:35:35,Member,"Beauty & Personal Care",90.94,4,363.76,"Avani Sharma",October,2024,Wednesday,1,90.94
"2024-10-16 04:03:00",00:26:54,Member,"Home & Kitchen",398.45,5,1992.25,"Tanvi Mehta",October,2024,Wednesday,0,398.45
"2024-09-24 00:16:00",06:43:42,Member,"Beauty & Personal Care",25.03,1,25.03,"Ishaan Iyer",September,2024,Tuesday,6,25.03
"2023-02-14 10:37:00",12:34:55,Member,Clothing,451.49,4,1805.96,"Tanvi Rao",February,2023,Tuesday,12,451.49
"2024-06-11 02:41:00",12:14:14,Premium,Electronics,56.51,5,282.55,"Vaibhav Kumar",June,2024,Tuesday,12,56.510000000000005
"2023-01-27 07:19:00",18:57:49,Member,Electronics,164.88,3,494.64,"Jai Rao",January,2023,Friday,18,164.88
"2024-05-08 16:57:00",18:19:08,Premium,"Beauty & Personal Care",318.63,4,1274.52,"Zara Rao",May,2024,Wednesday,18,318.63
"2024-04-04 08:03:00",03:40:17,Member,Electronics,63.4,5,317,"Tanvi Zutshi",April,2024,Thursday,3,63.4
"2024-07-26 04:20:00",16:35:09,Member,Grocery,164.19,3,492.57,"Jai Agarwal",July,2024,Friday,16,164.19
"2023-03-25 23:22:00",21:06:10,Regular,Grocery,73.49,3,220.47,"Bhavesh Rao",March,2023,Saturday,21,73.49
"2023-06-17 10:25:00",16:26:51,Regular,Clothing,293.01,1,293.01,"Diya Desai",June,2023,Saturday,16,293.01
"2023-03-05 04:01:00",03:42:42,Regular,Clothing,419.2,5,2096,"Mahesh Iyer",March,2023,Sunday,3,419.2
"2023-12-10 05:30:00",17:12:24,Member,"Beauty & Personal Care",66.39,4,265.56,"Diya Gupta",December,2023,Sunday,17,66.39
"2024-10-16 00:35:00",18:29:54,Member,Grocery,122.05,4,488.2,"Rohan Singh",October,2024,Wednesday,18,122.05
"2024-08-31 02:28:00",11:32:58,Premium,Clothing,304.69,3,914.07,"Lakshmi Xavier",August,2024,Saturday,11,304.69
"2024-11-11 11:01:00",12:23:27,Premium,Electronics,396.54,5,1982.7,"Mahesh Singh",November,2024,Monday,12,396.54
"2024-03-19 08:13:00",06:28:15,Regular,"Beauty & Personal Care",59.94,5,299.7,"Nandini Wadhwa",March,2024,Tuesday,6,59.94
"2024-04-09 01:44:00",03:58:14,Member,"Beauty & Personal Care",416.53,1,416.53,"Shreya Lal",April,2024,Tuesday,3,416.53
"2023-08-24 07:51:00",09:39:43,Member,Grocery,400.85,3,1202.55,"Jai Rao",August,2023,Thursday,9,400.84999999999997
"2023-09-16 06:45:00",10:23:56,Premium,Electronics,229.58,2,459.16,"Vaibhav Mehta",September,2023,Saturday,10,229.58
"2023-04-24 00:24:00",09:05:17,Regular,Clothing,205.52,3,616.56,"Zara Jain",April,2023,Monday,9,205.51999999999998
"2024-05-05 08:38:00",15:03:56,Regular,Grocery,410.25,1,410.25,"Priya Iyer",May,2024,Sunday,15,410.25
"2024-07-03 00:35:00",11:22:22,Member,Electronics,305.8,5,1529,"Lakshmi Singh",July,2024,Wednesday,11,305.8
"2023-04-02 01:23:00",04:37:25,Premium,"Home & Kitchen",131.46,1,131.46,"Mahesh Kumar",April,2023,Sunday,4,131.46
"2023-06-05 07:28:00",19:26:32,Member,Clothing,182.51,3,547.53,"Ishaan Patel",June,2023,Monday,19,182.51
"2024-03-30 07:44:00",03:54:32,Regular,"Home & Kitchen",34.95,4,139.8,"Nandini Yadav",March,2024,Saturday,3,34.95
"2024-07-30 00:22:00",18:22:08,Member,Grocery,80.35,5,401.75,"Zara Bhatia",July,2024,Tuesday,18,80.35
"2024-12-15 08:21:00",14:45:23,Member,Clothing,483.28,2,966.56,"Zara Xavier",December,2024,Sunday,14,483.28
"2023-11-01 07:21:00",06:57:59,Member,Electronics,45.75,1,45.75,"Shreya Chauhan",November,2023,Wednesday,6,45.75
"2023-04-19 07:32:00",01:25:02,Member,Clothing,204.55,1,204.55,"Nandini Yadav",April,2023,Wednesday,1,204.55
"2024-06-03 12:16:00",06:00:59,Premium,Grocery,150.99,4,603.96,"Tanvi Bhatia",June,2024,Monday,6,150.99
"2024-12-20 05:14:00",08:13:13,Regular,"Home & Kitchen",167.46,3,502.38,"Krishna Xavier",December,2024,Friday,8,167.46
"2024-03-14 07:36:00",04:46:39,Regular,"Beauty & Personal Care",119.16,4,476.64,"Ishaan Gupta",March,2024,Thursday,4,119.16
"2023-07-31 11:34:00",04:44:12,Regular,Electronics,460.15,5,2300.75,"Bhavesh Bhatia",July,2023,Monday,4,460.15
"2024-08-06 11:46:00",07:21:27,Member,"Home & Kitchen",173.35,2,346.7,"Gaurav Mehta",August,2024,Tuesday,7,173.35
"2023-06-01 15:27:00",18:25:53,Premium,"Beauty & Personal Care",112.16,4,448.64,"Priya Khanna",June,2023,Thursday,18,112.16
"2023-01-01 03:36:00",09:10:06,Premium,"Beauty & Personal Care",310.27,3,930.81,"Rohan Rao",January,2023,Sunday,9,310.27
"2023-01-05 05:51:00",21:05:47,Regular,"Home & Kitchen",261.41,3,784.23,"Eeshaan Wadhwa",January,2023,Thursday,21,261.41
"2024-09-29 21:37:00",04:33:44,Member,"Beauty & Personal Care",447.5,5,2237.5,"Vaibhav Verma",September,2024,Sunday,4,447.5
"2023-03-02 02:18:00",06:51:01,Member,Grocery,360.59,1,360.59,"Avani Jain",March,2023,Thursday,6,360.59
"2024-01-19 18:14:00",16:31:55,Premium,"Home & Kitchen",233.58,5,1167.9,"Bhavesh Xavier",January,2024,Friday,16,233.58
"2024-10-12 06:21:00",10:09:08,Regular,Clothing,298.11,2,596.22,"Gaurav Sharma",October,2024,Saturday,10,298.11
"2023-12-24 17:47:00",07:20:21,Regular,"Beauty & Personal Care",354.88,2,709.76,"Krishna Bhatia",December,2023,Sunday,7,354.88
"2023-04-28 04:57:00",09:29:41,Regular,"Home & Kitchen",24.64,3,73.92,"Tanvi Wadhwa",April,2023,Friday,9,24.64
"2023-02-01 16:05:00",04:11:50,Member,Grocery,342.87,5,1714.35,"Diya Patel",February,2023,Wednesday,4,342.87
"2023-03-25 04:16:00",12:41:31,Regular,Clothing,244.49,1,244.49,"Lakshmi Mehta",March,2023,Saturday,12,244.49
"2023-05-03 18:30:00",13:03:40,Regular,Clothing,109.3,3,327.9,"Eeshaan Patel",May,2023,Wednesday,13,109.3
"2023-01-06 00:23:00",00:39:36,Premium,Grocery,244.73,5,1223.65,"Uday Jain",January,2023,Friday,0,244.73000000000002
"2023-11-13 23:40:00",21:03:39,Premium,Grocery,210.54,4,842.16,"Rohan Mehta",November,2023,Monday,21,210.54
"2023-08-05 23:09:00",18:53:21,Regular,Grocery,17.85,2,35.7,"Gaurav Khanna",August,2023,Saturday,18,17.85
"2023-11-23 16:43:00",06:56:19,Member,"Beauty & Personal Care",66.48,3,199.44,"Ishaan Iyer",November,2023,Thursday,6,66.48
"2024-08-18 12:08:00",22:51:52,Premium,"Beauty & Personal Care",358.5,3,1075.5,"Nandini Chauhan",August,2024,Sunday,22,358.5
"2023-01-13 21:13:00",15:16:46,Member,"Beauty & Personal Care",278.56,5,1392.8,"Gaurav Khanna",January,2023,Friday,15,278.56
"2023-11-21 22:23:00",07:11:09,Regular,Clothing,382.19,1,382.19,"Rohan Wadhwa",November,2023,Tuesday,7,382.19
"2024-12-29 11:40:00",17:02:19,Premium,"Beauty & Personal Care",160.78,5,803.9,"Priya Jain",December,2024,Sunday,17,160.78
"2024-02-11 06:59:00",03:32:44,Premium,Grocery,357.45,4,1429.8,"Krishna Patel",February,2024,Sunday,3,357.45
"2024-04-20 09:27:00",00:18:10,Regular,Clothing,27.65,2,55.3,"Priya Agarwal",April,2024,Saturday,0,27.65
"2023-03-02 20:18:00",05:34:53,Premium,"Home & Kitchen",228.68,5,1143.4,"Zara Iyer",March,2023,Thursday,5,228.68
"2023-12-04 21:35:00",01:24:26,Regular,Clothing,390.55,2,781.1,"Tanvi Desai",December,2023,Monday,1,390.55
"2024-09-12 18:13:00",01:11:48,Member,Electronics,218.71,4,874.84,"Lakshmi Lal",September,2024,Thursday,1,218.71
"2024-06-06 07:21:00",19:59:31,Member,Grocery,431.97,4,1727.88,"Rohan Agarwal",June,2024,Thursday,19,431.97
"2023-12-07 11:55:00",10:25:38,Premium,"Beauty & Personal Care",223.86,2,447.72,"Tanvi Gupta",December,2023,Thursday,10,223.86
"2024-12-25 14:15:00",09:48:09,Regular,Electronics,25,3,75,"Vaibhav Jain",December,2024,Wednesday,9,25
"2023-05-17 15:17:00",16:44:27,Regular,"Beauty & Personal Care",355.87,2,711.74,"Lakshmi Yadav",May,2023,Wednesday,16,355.87
"2024-02-19 06:20:00",22:53:59,Member,Clothing,366.86,1,366.86,"Uday Desai",February,2024,Monday,22,366.86
"2024-10-21 08:36:00",00:09:12,Member,Grocery,244.39,1,244.39,"Shreya Singh",October,2024,Monday,0,244.39
"2023-03-22 16:25:00",23:06:48,Regular,"Home & Kitchen",223.87,1,223.87,"Eeshaan Singh",March,2023,Wednesday,23,223.87
"2024-08-13 18:32:00",05:57:55,Regular,Clothing,273.58,4,1094.32,"Lakshmi Rao",August,2024,Tuesday,5,273.58
"2024-11-06 09:08:00",22:16:31,Regular,Clothing,55.29,1,55.29,"Krishna Zutshi",November,2024,Wednesday,22,55.29
"2024-06-24 06:35:00",06:14:44,Regular,Clothing,162.51,4,650.04,"Rohan Yadav",June,2024,Monday,6,162.51
"2024-09-15 01:59:00",05:44:22,Regular,Clothing,15.78,3,47.34,"Jai Bhatia",September,2024,Sunday,5,15.780000000000001
"2024-03-16 18:08:00",13:44:20,Premium,Clothing,456.41,3,1369.23,"Mahesh Desai",March,2024,Saturday,13,456.41
"2023-03-27 10:59:00",11:59:41,Premium,Grocery,240.9,2,481.8,"Lakshmi Verma",March,2023,Monday,11,240.9
"2023-05-21 02:56:00",04:54:19,Premium,Clothing,54.77,1,54.77,"Priya Mehta",May,2023,Sunday,4,54.77
"2023-08-05 18:13:00",01:34:52,Regular,Grocery,115.33,5,576.65,"Jai Desai",August,2023,Saturday,1,115.33
"2024-07-19 00:05:00",14:05:25,Member,Grocery,477.47,2,954.94,"Eeshaan Verma",July,2024,Friday,14,477.47
"2023-04-14 17:27:00",04:13:05,Regular,"Beauty & Personal Care",426.21,5,2131.05,"Aakash Verma",April,2023,Friday,4,426.21000000000004
"2024-09-30 09:15:00",13:01:34,Premium,"Beauty & Personal Care",212.29,4,849.16,"Shreya Khanna",September,2024,Monday,13,212.29
"2024-09-18 12:42:00",23:41:08,Member,Clothing,419.52,4,1678.08,"Nandini Khanna",September,2024,Wednesday,23,419.52
"2023-03-29 12:20:00",01:51:11,Premium,"Beauty & Personal Care",294.14,2,588.28,"Gaurav Xavier",March,2023,Wednesday,1,294.14
"2024-04-13 06:15:00",16:17:04,Premium,"Home & Kitchen",346.29,2,692.58,"Nandini Kumar",April,2024,Saturday,16,346.29
"2023-07-19 11:13:00",23:54:03,Premium,Grocery,456.33,2,912.66,"Aakash Singh",July,2023,Wednesday,23,456.33
"2024-08-10 01:23:00",02:26:14,Member,Grocery,188.67,3,566.01,"Tanvi Singh",August,2024,Saturday,2,188.67
"2023-11-23 09:58:00",12:35:00,Premium,Grocery,474.96,1,474.96,"Mahesh Lal",November,2023,Thursday,12,474.96
"2023-05-03 12:58:00",04:04:01,Premium,Electronics,31.02,2,62.04,"Uday Lal",May,2023,Wednesday,4,31.02
"2023-08-20 09:16:00",08:41:13,Member,"Beauty & Personal Care",253.17,2,506.34,"Bhavesh Lal",August,2023,Sunday,8,253.17
"2023-05-30 05:50:00",23:19:52,Regular,Clothing,485.47,2,970.94,"Zara Gupta",May,2023,Tuesday,23,485.47
"2024-07-22 07:21:00",07:37:30,Premium,Clothing,394.5,2,789,"Gaurav Sharma",July,2024,Monday,7,394.5
"2024-11-30 13:55:00",18:16:38,Regular,"Home & Kitchen",73.51,2,147.02,"Diya Desai",November,2024,Saturday,18,73.51
"2023-11-12 02:03:00",04:00:14,Premium,"Beauty & Personal Care",88.63,2,177.26,"Shreya Khanna",November,2023,Sunday,4,88.63
"2024-10-02 14:04:00",00:17:22,Regular,Grocery,427.72,2,855.44,"Jai Verma",October,2024,Wednesday,0,427.72
"2023-12-12 16:30:00",09:20:50,Premium,Clothing,413.08,4,1652.32,"Gaurav Patel",December,2023,Tuesday,9,413.08
"2024-07-16 01:27:00",08:51:33,Regular,Clothing,196.16,5,980.8,"Aakash Zutshi",July,2024,Tuesday,8,196.16
"2024-11-10 23:06:00",08:43:03,Member,Electronics,203.8,5,1019,"Jai Zutshi",November,2024,Sunday,8,203.8
"2024-03-05 08:20:00",10:54:39,Member,Grocery,357.62,3,1072.86,"Mahesh Mehta",March,2024,Tuesday,10,357.61999999999995
"2024-04-16 03:34:00",07:35:33,Premium,Electronics,202.63,3,607.89,"Diya Gupta",April,2024,Tuesday,7,202.63
"2023-03-22 11:37:00",12:10:40,Member,"Home & Kitchen",177.7,1,177.7,"Lakshmi Zutshi",March,2023,Wednesday,12,177.7
"2024-02-25 13:35:00",17:26:06,Member,Clothing,396.1,5,1980.5,"Priya Yadav",February,2024,Sunday,17,396.1
"2024-12-09 07:24:00",12:30:23,Member,Grocery,261.02,1,261.02,"Shreya Patel",December,2024,Monday,12,261.02
"2024-10-06 11:05:00",21:10:14,Premium,Electronics,451.25,4,1805,"Jai Mehta",October,2024,Sunday,21,451.25
"2024-01-25 13:22:00",21:21:14,Premium,"Beauty & Personal Care",88.84,3,266.52,"Tanvi Lal",January,2024,Thursday,21,88.83999999999999
"2024-11-18 16:59:00",10:47:35,Regular,Grocery,274.89,3,824.67,"Priya Singh",November,2024,Monday,10,274.89
"2024-07-25 23:25:00",13:35:36,Regular,Electronics,193.13,4,772.52,"Shreya Rao",July,2024,Thursday,13,193.13
"2024-08-25 08:54:00",13:53:24,Regular,Grocery,423.85,2,847.7,"Yash Kumar",August,2024,Sunday,13,423.85
"2024-12-25 01:26:00",20:39:33,Member,Clothing,96.33,2,192.66,"Ishaan Sharma",December,2024,Wednesday,20,96.33
"2024-03-03 05:23:00",04:45:07,Regular,Electronics,181.17,2,362.34,"Nandini Khanna",March,2024,Sunday,4,181.17
"2023-10-27 18:22:00",06:30:18,Regular,Grocery,35.82,2,71.64,"Aakash Khanna",October,2023,Friday,6,35.82
"2023-03-31 07:08:00",03:36:39,Member,Grocery,63.29,3,189.87,"Shreya Zutshi",March,2023,Friday,3,63.29
"2024-11-13 03:37:00",23:01:34,Regular,Grocery,198.49,4,793.96,"Diya Rao",November,2024,Wednesday,23,198.49
"2023-01-27 21:17:00",04:09:36,Member,"Beauty & Personal Care",60.19,2,120.38,"Krishna Mehta",January,2023,Friday,4,60.19
"2024-09-12 03:45:00",14:25:18,Regular,Clothing,354.48,4,1417.92,"Diya Rao",September,2024,Thursday,14,354.48
"2023-07-24 06:01:00",23:19:45,Member,Electronics,327.2,3,981.6,"Tanvi Singh",July,2023,Monday,23,327.2
"2023-06-25 15:36:00",22:03:48,Member,Grocery,243.4,1,243.4,"Bhavesh Gupta",June,2023,Sunday,22,243.4
